sample_id,split,label,audio_path,image_path,script_text,scene_id,rl_optimized_label
animated_SB_16,val,not_optimized,animated\audio\audio_16.wav,animated\images\img_16.npy,Climactic battle scene,1,0
animated_SB_989,val,not_optimized,animated\audio\audio_989.wav,animated\images\img_989.npy,Climactic battle scene,18,0
animated_SB_909,val,not_optimized,animated\audio\audio_909.wav,animated\images\img_909.npy,Dialogue between characters,15,0
animated_SB_585,val,not_optimized,animated\audio\audio_585.wav,animated\images\img_585.npy,Chase sequence begins,1,0
animated_SB_1014,val,not_optimized,animated\audio\audio_1014.wav,animated\images\img_1014.npy,Climactic battle scene,3,0
animated_SB_270,val,not_optimized,animated\audio\audio_270.wav,animated\images\img_270.npy,Dialogue between characters,12,0
animated_SB_1176,val,not_optimized,animated\audio\audio_1176.wav,animated\images\img_1176.npy,Villain sets a trap,15,0
animated_SB_486,val,not_optimized,animated\audio\audio_486.wav,animated\images\img_486.npy,Climactic battle scene,18,0
animated_SB_624,val,not_optimized,animated\audio\audio_624.wav,animated\images\img_624.npy,Chase sequence begins,5,0
animated_SB_791,val,not_optimized,animated\audio\audio_791.wav,animated\images\img_791.npy,Chase sequence begins,4,0
animated_SB_807,val,not_optimized,animated\audio\audio_807.wav,animated\images\img_807.npy,Hero enters the room,5,0
animated_SB_151,val,not_optimized,animated\audio\audio_151.wav,animated\images\img_151.npy,Chase sequence begins,12,0
animated_SB_1200,val,not_optimized,animated\audio\audio_1200.wav,animated\images\img_1200.npy,Chase sequence begins,7,0
animated_SB_1201,val,not_optimized,animated\audio\audio_1201.wav,animated\images\img_1201.npy,Hero enters the room,15,0
animated_SB_331,val,not_optimized,animated\audio\audio_331.wav,animated\images\img_331.npy,Chase sequence begins,13,0
animated_SB_243,val,not_optimized,animated\audio\audio_243.wav,animated\images\img_243.npy,Hero enters the room,14,0
animated_SB_110,val,not_optimized,animated\audio\audio_110.wav,animated\images\img_110.npy,Chase sequence begins,14,0
animated_SB_201,val,not_optimized,animated\audio\audio_201.wav,animated\images\img_201.npy,Chase sequence begins,11,0
animated_SB_1031,val,not_optimized,animated\audio\audio_1031.wav,animated\images\img_1031.npy,Chase sequence begins,10,0
animated_SB_294,val,not_optimized,animated\audio\audio_294.wav,animated\images\img_294.npy,Chase sequence begins,1,0
animated_SB_1110,val,not_optimized,animated\audio\audio_1110.wav,animated\images\img_1110.npy,Hero enters the room,7,0
animated_SB_1156,val,not_optimized,animated\audio\audio_1156.wav,animated\images\img_1156.npy,Villain sets a trap,16,0
animated_SB_840,val,not_optimized,animated\audio\audio_840.wav,animated\images\img_840.npy,Climactic battle scene,10,0
animated_SB_906,val,not_optimized,animated\audio\audio_906.wav,animated\images\img_906.npy,Climactic battle scene,6,0
animated_SB_554,val,not_optimized,animated\audio\audio_554.wav,animated\images\img_554.npy,Dialogue between characters,4,0
animated_SB_520,test,not_optimized,animated\audio\audio_520.wav,animated\images\img_520.npy,Villain sets a trap,6,0
animated_SB_1241,test,not_optimized,animated\audio\audio_1241.wav,animated\images\img_1241.npy,Climactic battle scene,15,0
animated_SB_558,test,not_optimized,animated\audio\audio_558.wav,animated\images\img_558.npy,Dialogue between characters,13,0
animated_SB_303,test,not_optimized,animated\audio\audio_303.wav,animated\images\img_303.npy,Climactic battle scene,7,0
animated_SB_962,test,not_optimized,animated\audio\audio_962.wav,animated\images\img_962.npy,Dialogue between characters,6,0
animated_SB_830,test,not_optimized,animated\audio\audio_830.wav,animated\images\img_830.npy,Climactic battle scene,9,0
animated_SB_1040,test,not_optimized,animated\audio\audio_1040.wav,animated\images\img_1040.npy,Climactic battle scene,1,0
animated_SB_444,test,not_optimized,animated\audio\audio_444.wav,animated\images\img_444.npy,Dialogue between characters,13,0
animated_SB_657,test,not_optimized,animated\audio\audio_657.wav,animated\images\img_657.npy,Hero enters the room,11,0
animated_SB_442,test,not_optimized,animated\audio\audio_442.wav,animated\images\img_442.npy,Climactic battle scene,17,0
animated_SB_153,test,not_optimized,animated\audio\audio_153.wav,animated\images\img_153.npy,Dialogue between characters,9,0
animated_SB_562,test,not_optimized,animated\audio\audio_562.wav,animated\images\img_562.npy,Climactic battle scene,3,0
animated_SB_842,test,not_optimized,animated\audio\audio_842.wav,animated\images\img_842.npy,Villain sets a trap,8,0
animated_SB_659,test,not_optimized,animated\audio\audio_659.wav,animated\images\img_659.npy,Dialogue between characters,11,0
animated_SB_1231,test,not_optimized,animated\audio\audio_1231.wav,animated\images\img_1231.npy,Villain sets a trap,3,0
animated_SB_476,test,not_optimized,animated\audio\audio_476.wav,animated\images\img_476.npy,Climactic battle scene,10,0
animated_SB_138,test,not_optimized,animated\audio\audio_138.wav,animated\images\img_138.npy,Villain sets a trap,1,0
animated_SB_677,test,not_optimized,animated\audio\audio_677.wav,animated\images\img_677.npy,Climactic battle scene,6,0
animated_SB_459,test,not_optimized,animated\audio\audio_459.wav,animated\images\img_459.npy,Hero enters the room,3,0
animated_SB_568,test,not_optimized,animated\audio\audio_568.wav,animated\images\img_568.npy,Villain sets a trap,2,0
animated_SB_788,test,not_optimized,animated\audio\audio_788.wav,animated\images\img_788.npy,Chase sequence begins,6,0
animated_SB_974,test,not_optimized,animated\audio\audio_974.wav,animated\images\img_974.npy,Dialogue between characters,7,0
animated_SB_346,test,not_optimized,animated\audio\audio_346.wav,animated\images\img_346.npy,Villain sets a trap,1,0
animated_SB_1245,test,not_optimized,animated\audio\audio_1245.wav,animated\images\img_1245.npy,Chase sequence begins,4,0
animated_SB_1115,test,not_optimized,animated\audio\audio_1115.wav,animated\images\img_1115.npy,Dialogue between characters,5,0
animated_SB_357,test,not_optimized,animated\audio\audio_357.wav,animated\images\img_357.npy,Dialogue between characters,12,0
animated_SB_160,test,not_optimized,animated\audio\audio_160.wav,animated\images\img_160.npy,Villain sets a trap,17,0
animated_SB_561,test,not_optimized,animated\audio\audio_561.wav,animated\images\img_561.npy,Chase sequence begins,14,0
animated_SB_436,test,not_optimized,animated\audio\audio_436.wav,animated\images\img_436.npy,Villain sets a trap,12,0
animated_SB_738,test,not_optimized,animated\audio\audio_738.wav,animated\images\img_738.npy,Chase sequence begins,8,0
animated_SB_772,test,not_optimized,animated\audio\audio_772.wav,animated\images\img_772.npy,Dialogue between characters,15,0
animated_SB_345,test,not_optimized,animated\audio\audio_345.wav,animated\images\img_345.npy,Chase sequence begins,1,0
animated_SB_760,test,not_optimized,animated\audio\audio_760.wav,animated\images\img_760.npy,Villain sets a trap,5,0
animated_SB_956,test,not_optimized,animated\audio\audio_956.wav,animated\images\img_956.npy,Dialogue between characters,2,0
animated_SB_1195,test,not_optimized,animated\audio\audio_1195.wav,animated\images\img_1195.npy,Hero enters the room,3,0
animated_SB_1187,test,not_optimized,animated\audio\audio_1187.wav,animated\images\img_1187.npy,Climactic battle scene,10,0
animated_SB_225,test,not_optimized,animated\audio\audio_225.wav,animated\images\img_225.npy,Climactic battle scene,8,0
animated_SB_1235,test,not_optimized,animated\audio\audio_1235.wav,animated\images\img_1235.npy,Chase sequence begins,4,0
animated_SB_171,test,not_optimized,animated\audio\audio_171.wav,animated\images\img_171.npy,Villain sets a trap,2,0
animated_SB_607,test,not_optimized,animated\audio\audio_607.wav,animated\images\img_607.npy,Climactic battle scene,1,0
animated_SB_475,test,not_optimized,animated\audio\audio_475.wav,animated\images\img_475.npy,Climactic battle scene,9,0
animated_SB_108,test,not_optimized,animated\audio\audio_108.wav,animated\images\img_108.npy,Climactic battle scene,1,0
animated_SB_157,test,not_optimized,animated\audio\audio_157.wav,animated\images\img_157.npy,Villain sets a trap,7,0
animated_SB_398,test,not_optimized,animated\audio\audio_398.wav,animated\images\img_398.npy,Hero enters the room,1,0
animated_SB_757,test,not_optimized,animated\audio\audio_757.wav,animated\images\img_757.npy,Dialogue between characters,3,0
animated_SB_615,test,not_optimized,animated\audio\audio_615.wav,animated\images\img_615.npy,Villain sets a trap,18,0
animated_SB_1149,test,not_optimized,animated\audio\audio_1149.wav,animated\images\img_1149.npy,Chase sequence begins,12,0
animated_SB_170,test,not_optimized,animated\audio\audio_170.wav,animated\images\img_170.npy,Chase sequence begins,19,0
animated_SB_786,test,not_optimized,animated\audio\audio_786.wav,animated\images\img_786.npy,Chase sequence begins,1,0
animated_SB_269,test,not_optimized,animated\audio\audio_269.wav,animated\images\img_269.npy,Hero enters the room,17,0
animated_SB_1121,test,not_optimized,animated\audio\audio_1121.wav,animated\images\img_1121.npy,Dialogue between characters,11,0
animated_SB_965,test,not_optimized,animated\audio\audio_965.wav,animated\images\img_965.npy,Hero enters the room,11,0
animated_SB_106,test,not_optimized,animated\audio\audio_106.wav,animated\images\img_106.npy,Chase sequence begins,14,0
animated_SB_557,test,not_optimized,animated\audio\audio_557.wav,animated\images\img_557.npy,Climactic battle scene,1,0
animated_SB_718,test,not_optimized,animated\audio\audio_718.wav,animated\images\img_718.npy,Chase sequence begins,5,0
animated_SB_749,test,not_optimized,animated\audio\audio_749.wav,animated\images\img_749.npy,Dialogue between characters,5,0
animated_SB_213,test,not_optimized,animated\audio\audio_213.wav,animated\images\img_213.npy,Chase sequence begins,5,0
animated_SB_790,test,not_optimized,animated\audio\audio_790.wav,animated\images\img_790.npy,Climactic battle scene,11,0
animated_SB_204,test,not_optimized,animated\audio\audio_204.wav,animated\images\img_204.npy,Climactic battle scene,3,0
animated_SB_1239,test,not_optimized,animated\audio\audio_1239.wav,animated\images\img_1239.npy,Dialogue between characters,1,0
animated_SB_697,test,not_optimized,animated\audio\audio_697.wav,animated\images\img_697.npy,Hero enters the room,3,0
animated_SB_448,test,not_optimized,animated\audio\audio_448.wav,animated\images\img_448.npy,Climactic battle scene,12,0
animated_SB_335,test,not_optimized,animated\audio\audio_335.wav,animated\images\img_335.npy,Hero enters the room,16,0
animated_SB_1204,test,not_optimized,animated\audio\audio_1204.wav,animated\images\img_1204.npy,Hero enters the room,13,0
animated_SB_707,test,not_optimized,animated\audio\audio_707.wav,animated\images\img_707.npy,Hero enters the room,3,0
animated_SB_1234,test,not_optimized,animated\audio\audio_1234.wav,animated\images\img_1234.npy,Chase sequence begins,18,0
animated_SB_340,test,not_optimized,animated\audio\audio_340.wav,animated\images\img_340.npy,Climactic battle scene,17,0
animated_SB_18,test,not_optimized,animated\audio\audio_18.wav,animated\images\img_18.npy,Hero enters the room,12,0
animated_SB_586,test,not_optimized,animated\audio\audio_586.wav,animated\images\img_586.npy,Chase sequence begins,16,0
animated_SB_945,test,not_optimized,animated\audio\audio_945.wav,animated\images\img_945.npy,Villain sets a trap,15,0
animated_SB_464,test,not_optimized,animated\audio\audio_464.wav,animated\images\img_464.npy,Villain sets a trap,13,0
animated_SB_884,test,not_optimized,animated\audio\audio_884.wav,animated\images\img_884.npy,Hero enters the room,6,0
animated_SB_1238,test,not_optimized,animated\audio\audio_1238.wav,animated\images\img_1238.npy,Dialogue between characters,16,0
animated_SB_418,test,not_optimized,animated\audio\audio_418.wav,animated\images\img_418.npy,Hero enters the room,4,0
animated_SB_1165,test,not_optimized,animated\audio\audio_1165.wav,animated\images\img_1165.npy,Hero enters the room,12,0
animated_SB_58,test,not_optimized,animated\audio\audio_58.wav,animated\images\img_58.npy,Dialogue between characters,4,0
animated_SB_1048,test,not_optimized,animated\audio\audio_1048.wav,animated\images\img_1048.npy,Chase sequence begins,5,0
animated_SB_484,test,not_optimized,animated\audio\audio_484.wav,animated\images\img_484.npy,Hero enters the room,10,0
animated_SB_455,test,not_optimized,animated\audio\audio_455.wav,animated\images\img_455.npy,Hero enters the room,19,0
animated_SB_205,test,not_optimized,animated\audio\audio_205.wav,animated\images\img_205.npy,Climactic battle scene,7,0
animated_SB_64,test,not_optimized,animated\audio\audio_64.wav,animated\images\img_64.npy,Climactic battle scene,8,0
animated_SB_67,test,not_optimized,animated\audio\audio_67.wav,animated\images\img_67.npy,Climactic battle scene,18,0
animated_SB_891,test,not_optimized,animated\audio\audio_891.wav,animated\images\img_891.npy,Villain sets a trap,5,0
animated_SB_1223,test,not_optimized,animated\audio\audio_1223.wav,animated\images\img_1223.npy,Hero enters the room,16,0
animated_SB_194,test,not_optimized,animated\audio\audio_194.wav,animated\images\img_194.npy,Dialogue between characters,9,0
animated_SB_1140,test,not_optimized,animated\audio\audio_1140.wav,animated\images\img_1140.npy,Chase sequence begins,5,0
animated_SB_226,test,not_optimized,animated\audio\audio_226.wav,animated\images\img_226.npy,Climactic battle scene,4,0
animated_SB_295,test,not_optimized,animated\audio\audio_295.wav,animated\images\img_295.npy,Chase sequence begins,9,0
animated_SB_469,test,not_optimized,animated\audio\audio_469.wav,animated\images\img_469.npy,Dialogue between characters,3,0
animated_SB_506,test,not_optimized,animated\audio\audio_506.wav,animated\images\img_506.npy,Climactic battle scene,19,0
animated_SB_578,test,not_optimized,animated\audio\audio_578.wav,animated\images\img_578.npy,Chase sequence begins,11,0
animated_SB_54,test,not_optimized,animated\audio\audio_54.wav,animated\images\img_54.npy,Dialogue between characters,18,0
animated_SB_247,test,not_optimized,animated\audio\audio_247.wav,animated\images\img_247.npy,Chase sequence begins,3,0
animated_SB_119,train,optimized,animated\audio\audio_119.wav,animated\images\img_119.npy,Climactic battle scene,17,1
animated_SB_99,train,optimized,animated\audio\audio_99.wav,animated\images\img_99.npy,Hero enters the room,12,1
animated_SB_352,train,optimized,animated\audio\audio_352.wav,animated\images\img_352.npy,Dialogue between characters,1,1
animated_SB_803,train,optimized,animated\audio\audio_803.wav,animated\images\img_803.npy,Villain sets a trap,13,1
animated_SB_835,train,optimized,animated\audio\audio_835.wav,animated\images\img_835.npy,Climactic battle scene,5,1
animated_SB_92,train,optimized,animated\audio\audio_92.wav,animated\images\img_92.npy,Chase sequence begins,8,1
animated_SB_1020,train,optimized,animated\audio\audio_1020.wav,animated\images\img_1020.npy,Villain sets a trap,3,1
animated_SB_900,train,optimized,animated\audio\audio_900.wav,animated\images\img_900.npy,Chase sequence begins,4,1
animated_SB_644,train,optimized,animated\audio\audio_644.wav,animated\images\img_644.npy,Villain sets a trap,17,1
animated_SB_1137,train,optimized,animated\audio\audio_1137.wav,animated\images\img_1137.npy,Climactic battle scene,3,1
animated_SB_671,train,optimized,animated\audio\audio_671.wav,animated\images\img_671.npy,Chase sequence begins,18,1
animated_SB_6,train,optimized,animated\audio\audio_6.wav,animated\images\img_6.npy,Villain sets a trap,19,1
animated_SB_687,train,optimized,animated\audio\audio_687.wav,animated\images\img_687.npy,Chase sequence begins,9,1
animated_SB_1190,train,optimized,animated\audio\audio_1190.wav,animated\images\img_1190.npy,Villain sets a trap,14,1
animated_SB_864,train,optimized,animated\audio\audio_864.wav,animated\images\img_864.npy,Villain sets a trap,3,1
animated_SB_545,train,optimized,animated\audio\audio_545.wav,animated\images\img_545.npy,Dialogue between characters,8,1
animated_SB_1077,train,optimized,animated\audio\audio_1077.wav,animated\images\img_1077.npy,Dialogue between characters,6,1
animated_SB_394,train,optimized,animated\audio\audio_394.wav,animated\images\img_394.npy,Climactic battle scene,11,1
animated_SB_881,train,optimized,animated\audio\audio_881.wav,animated\images\img_881.npy,Hero enters the room,5,1
animated_SB_69,train,optimized,animated\audio\audio_69.wav,animated\images\img_69.npy,Villain sets a trap,13,1
animated_SB_513,train,optimized,animated\audio\audio_513.wav,animated\images\img_513.npy,Climactic battle scene,9,1
animated_SB_1065,train,optimized,animated\audio\audio_1065.wav,animated\images\img_1065.npy,Chase sequence begins,8,1
animated_SB_315,train,optimized,animated\audio\audio_315.wav,animated\images\img_315.npy,Chase sequence begins,2,1
animated_SB_820,train,optimized,animated\audio\audio_820.wav,animated\images\img_820.npy,Climactic battle scene,11,1
animated_SB_535,train,optimized,animated\audio\audio_535.wav,animated\images\img_535.npy,Chase sequence begins,17,1
animated_SB_1050,train,optimized,animated\audio\audio_1050.wav,animated\images\img_1050.npy,Chase sequence begins,6,1
animated_SB_610,train,optimized,animated\audio\audio_610.wav,animated\images\img_610.npy,Dialogue between characters,2,1
animated_SB_458,train,optimized,animated\audio\audio_458.wav,animated\images\img_458.npy,Villain sets a trap,5,1
animated_SB_336,train,optimized,animated\audio\audio_336.wav,animated\images\img_336.npy,Dialogue between characters,13,1
animated_SB_777,train,optimized,animated\audio\audio_777.wav,animated\images\img_777.npy,Villain sets a trap,12,1
animated_SB_802,train,optimized,animated\audio\audio_802.wav,animated\images\img_802.npy,Hero enters the room,2,1
animated_SB_1079,train,optimized,animated\audio\audio_1079.wav,animated\images\img_1079.npy,Dialogue between characters,10,1
animated_SB_964,train,optimized,animated\audio\audio_964.wav,animated\images\img_964.npy,Villain sets a trap,17,1
animated_SB_1076,train,optimized,animated\audio\audio_1076.wav,animated\images\img_1076.npy,Chase sequence begins,11,1
animated_SB_400,train,optimized,animated\audio\audio_400.wav,animated\images\img_400.npy,Chase sequence begins,8,1
animated_SB_953,train,optimized,animated\audio\audio_953.wav,animated\images\img_953.npy,Climactic battle scene,2,1
animated_SB_898,train,optimized,animated\audio\audio_898.wav,animated\images\img_898.npy,Hero enters the room,19,1
animated_SB_344,train,optimized,animated\audio\audio_344.wav,animated\images\img_344.npy,Villain sets a trap,12,1
animated_SB_395,train,optimized,animated\audio\audio_395.wav,animated\images\img_395.npy,Chase sequence begins,5,1
animated_SB_449,train,optimized,animated\audio\audio_449.wav,animated\images\img_449.npy,Chase sequence begins,9,1
animated_SB_1117,train,optimized,animated\audio\audio_1117.wav,animated\images\img_1117.npy,Dialogue between characters,4,1
animated_SB_1051,train,optimized,animated\audio\audio_1051.wav,animated\images\img_1051.npy,Chase sequence begins,9,1
animated_SB_753,train,optimized,animated\audio\audio_753.wav,animated\images\img_753.npy,Dialogue between characters,16,1
animated_SB_796,train,optimized,animated\audio\audio_796.wav,animated\images\img_796.npy,Dialogue between characters,6,1
animated_SB_306,train,optimized,animated\audio\audio_306.wav,animated\images\img_306.npy,Dialogue between characters,1,1
animated_SB_1244,train,optimized,animated\audio\audio_1244.wav,animated\images\img_1244.npy,Chase sequence begins,17,1
animated_SB_1256,train,optimized,animated\audio\audio_1256.wav,animated\images\img_1256.npy,Villain sets a trap,7,1
animated_SB_32,train,optimized,animated\audio\audio_32.wav,animated\images\img_32.npy,Climactic battle scene,18,1
animated_SB_904,train,optimized,animated\audio\audio_904.wav,animated\images\img_904.npy,Chase sequence begins,10,1
animated_SB_133,train,optimized,animated\audio\audio_133.wav,animated\images\img_133.npy,Chase sequence begins,6,1
animated_SB_48,train,optimized,animated\audio\audio_48.wav,animated\images\img_48.npy,Villain sets a trap,8,1
animated_SB_640,train,optimized,animated\audio\audio_640.wav,animated\images\img_640.npy,Dialogue between characters,1,1
animated_SB_860,train,optimized,animated\audio\audio_860.wav,animated\images\img_860.npy,Dialogue between characters,7,1
animated_SB_189,train,optimized,animated\audio\audio_189.wav,animated\images\img_189.npy,Hero enters the room,4,1
animated_SB_638,train,optimized,animated\audio\audio_638.wav,animated\images\img_638.npy,Hero enters the room,2,1
animated_SB_988,train,optimized,animated\audio\audio_988.wav,animated\images\img_988.npy,Climactic battle scene,15,1
animated_SB_1027,train,optimized,animated\audio\audio_1027.wav,animated\images\img_1027.npy,Villain sets a trap,14,1
animated_SB_947,train,optimized,animated\audio\audio_947.wav,animated\images\img_947.npy,Climactic battle scene,9,1
animated_SB_252,train,optimized,animated\audio\audio_252.wav,animated\images\img_252.npy,Hero enters the room,19,1
animated_SB_549,train,optimized,animated\audio\audio_549.wav,animated\images\img_549.npy,Climactic battle scene,4,1
animated_SB_136,train,optimized,animated\audio\audio_136.wav,animated\images\img_136.npy,Chase sequence begins,11,1
animated_SB_794,train,optimized,animated\audio\audio_794.wav,animated\images\img_794.npy,Villain sets a trap,3,1
animated_SB_55,train,optimized,animated\audio\audio_55.wav,animated\images\img_55.npy,Dialogue between characters,12,1
animated_SB_1255,train,optimized,animated\audio\audio_1255.wav,animated\images\img_1255.npy,Hero enters the room,2,1
animated_SB_631,train,optimized,animated\audio\audio_631.wav,animated\images\img_631.npy,Chase sequence begins,2,1
animated_SB_202,train,optimized,animated\audio\audio_202.wav,animated\images\img_202.npy,Hero enters the room,18,1
animated_SB_127,train,optimized,animated\audio\audio_127.wav,animated\images\img_127.npy,Climactic battle scene,13,1
animated_SB_899,train,optimized,animated\audio\audio_899.wav,animated\images\img_899.npy,Hero enters the room,4,1
animated_SB_359,train,optimized,animated\audio\audio_359.wav,animated\images\img_359.npy,Chase sequence begins,19,1
animated_SB_614,train,optimized,animated\audio\audio_614.wav,animated\images\img_614.npy,Hero enters the room,3,1
animated_SB_762,train,optimized,animated\audio\audio_762.wav,animated\images\img_762.npy,Hero enters the room,6,1
animated_SB_425,train,optimized,animated\audio\audio_425.wav,animated\images\img_425.npy,Climactic battle scene,5,1
animated_SB_420,train,optimized,animated\audio\audio_420.wav,animated\images\img_420.npy,Chase sequence begins,13,1
animated_SB_1064,train,optimized,animated\audio\audio_1064.wav,animated\images\img_1064.npy,Hero enters the room,9,1
animated_SB_584,train,optimized,animated\audio\audio_584.wav,animated\images\img_584.npy,Villain sets a trap,3,1
animated_SB_821,train,optimized,animated\audio\audio_821.wav,animated\images\img_821.npy,Chase sequence begins,9,1
animated_SB_1134,train,optimized,animated\audio\audio_1134.wav,animated\images\img_1134.npy,Hero enters the room,8,1
animated_SB_782,train,optimized,animated\audio\audio_782.wav,animated\images\img_782.npy,Chase sequence begins,1,1
animated_SB_46,train,optimized,animated\audio\audio_46.wav,animated\images\img_46.npy,Dialogue between characters,4,1
animated_SB_313,train,optimized,animated\audio\audio_313.wav,animated\images\img_313.npy,Dialogue between characters,15,1
animated_SB_912,train,optimized,animated\audio\audio_912.wav,animated\images\img_912.npy,Dialogue between characters,12,1
animated_SB_1023,train,optimized,animated\audio\audio_1023.wav,animated\images\img_1023.npy,Villain sets a trap,11,1
animated_SB_893,train,optimized,animated\audio\audio_893.wav,animated\images\img_893.npy,Climactic battle scene,4,1
animated_SB_763,train,optimized,animated\audio\audio_763.wav,animated\images\img_763.npy,Villain sets a trap,2,1
animated_SB_1212,train,optimized,animated\audio\audio_1212.wav,animated\images\img_1212.npy,Climactic battle scene,3,1
animated_SB_512,train,optimized,animated\audio\audio_512.wav,animated\images\img_512.npy,Chase sequence begins,8,1
animated_SB_911,train,optimized,animated\audio\audio_911.wav,animated\images\img_911.npy,Climactic battle scene,11,1
animated_SB_889,train,optimized,animated\audio\audio_889.wav,animated\images\img_889.npy,Villain sets a trap,15,1
animated_SB_510,train,optimized,animated\audio\audio_510.wav,animated\images\img_510.npy,Climactic battle scene,13,1
animated_SB_375,train,optimized,animated\audio\audio_375.wav,animated\images\img_375.npy,Hero enters the room,5,1
animated_SB_431,train,optimized,animated\audio\audio_431.wav,animated\images\img_431.npy,Dialogue between characters,4,1
animated_SB_593,train,optimized,animated\audio\audio_593.wav,animated\images\img_593.npy,Climactic battle scene,5,1
animated_SB_929,train,optimized,animated\audio\audio_929.wav,animated\images\img_929.npy,Climactic battle scene,17,1
animated_SB_966,train,optimized,animated\audio\audio_966.wav,animated\images\img_966.npy,Villain sets a trap,18,1
animated_SB_328,train,optimized,animated\audio\audio_328.wav,animated\images\img_328.npy,Climactic battle scene,7,1
animated_SB_954,train,optimized,animated\audio\audio_954.wav,animated\images\img_954.npy,Chase sequence begins,7,1
animated_SB_45,train,optimized,animated\audio\audio_45.wav,animated\images\img_45.npy,Hero enters the room,17,1
animated_SB_101,train,optimized,animated\audio\audio_101.wav,animated\images\img_101.npy,Villain sets a trap,3,1
animated_SB_191,train,optimized,animated\audio\audio_191.wav,animated\images\img_191.npy,Chase sequence begins,3,1
animated_SB_173,train,optimized,animated\audio\audio_173.wav,animated\images\img_173.npy,Dialogue between characters,6,1
animated_SB_815,train,optimized,animated\audio\audio_815.wav,animated\images\img_815.npy,Chase sequence begins,17,1
animated_SB_907,train,optimized,animated\audio\audio_907.wav,animated\images\img_907.npy,Climactic battle scene,6,1
animated_SB_1032,train,optimized,animated\audio\audio_1032.wav,animated\images\img_1032.npy,Chase sequence begins,7,1
animated_SB_100,train,optimized,animated\audio\audio_100.wav,animated\images\img_100.npy,Dialogue between characters,8,1
animated_SB_1147,train,optimized,animated\audio\audio_1147.wav,animated\images\img_1147.npy,Chase sequence begins,19,1
animated_SB_181,train,optimized,animated\audio\audio_181.wav,animated\images\img_181.npy,Climactic battle scene,11,1
animated_SB_872,train,optimized,animated\audio\audio_872.wav,animated\images\img_872.npy,Climactic battle scene,7,1
animated_SB_606,train,optimized,animated\audio\audio_606.wav,animated\images\img_606.npy,Dialogue between characters,4,1
animated_SB_793,train,optimized,animated\audio\audio_793.wav,animated\images\img_793.npy,Dialogue between characters,11,1
animated_SB_467,train,optimized,animated\audio\audio_467.wav,animated\images\img_467.npy,Hero enters the room,14,1
animated_SB_617,train,optimized,animated\audio\audio_617.wav,animated\images\img_617.npy,Chase sequence begins,1,1
animated_SB_890,train,optimized,animated\audio\audio_890.wav,animated\images\img_890.npy,Villain sets a trap,8,1
animated_SB_1209,train,optimized,animated\audio\audio_1209.wav,animated\images\img_1209.npy,Hero enters the room,10,1
animated_SB_9,train,optimized,animated\audio\audio_9.wav,animated\images\img_9.npy,Hero enters the room,4,1
animated_SB_390,train,optimized,animated\audio\audio_390.wav,animated\images\img_390.npy,Villain sets a trap,3,1
animated_SB_211,train,optimized,animated\audio\audio_211.wav,animated\images\img_211.npy,Chase sequence begins,16,1
animated_SB_380,train,optimized,animated\audio\audio_380.wav,animated\images\img_380.npy,Climactic battle scene,1,1
animated_SB_752,train,optimized,animated\audio\audio_752.wav,animated\images\img_752.npy,Climactic battle scene,6,1
animated_SB_1120,train,optimized,animated\audio\audio_1120.wav,animated\images\img_1120.npy,Hero enters the room,3,1
animated_SB_892,train,optimized,animated\audio\audio_892.wav,animated\images\img_892.npy,Chase sequence begins,15,1
animated_SB_650,train,optimized,animated\audio\audio_650.wav,animated\images\img_650.npy,Dialogue between characters,17,1
animated_SB_419,train,optimized,animated\audio\audio_419.wav,animated\images\img_419.npy,Climactic battle scene,18,1
animated_SB_1250,train,optimized,animated\audio\audio_1250.wav,animated\images\img_1250.npy,Climactic battle scene,6,1
animated_SB_992,train,optimized,animated\audio\audio_992.wav,animated\images\img_992.npy,Climactic battle scene,18,1
animated_SB_514,train,optimized,animated\audio\audio_514.wav,animated\images\img_514.npy,Hero enters the room,7,1
animated_SB_367,train,optimized,animated\audio\audio_367.wav,animated\images\img_367.npy,Chase sequence begins,12,1
animated_SB_208,train,optimized,animated\audio\audio_208.wav,animated\images\img_208.npy,Chase sequence begins,17,1
animated_SB_940,train,optimized,animated\audio\audio_940.wav,animated\images\img_940.npy,Chase sequence begins,4,1
animated_SB_863,train,optimized,animated\audio\audio_863.wav,animated\images\img_863.npy,Climactic battle scene,6,1
animated_SB_618,train,optimized,animated\audio\audio_618.wav,animated\images\img_618.npy,Villain sets a trap,12,1
animated_SB_163,train,optimized,animated\audio\audio_163.wav,animated\images\img_163.npy,Hero enters the room,17,1
animated_SB_120,train,optimized,animated\audio\audio_120.wav,animated\images\img_120.npy,Dialogue between characters,4,1
animated_SB_461,train,optimized,animated\audio\audio_461.wav,animated\images\img_461.npy,Dialogue between characters,4,1
animated_SB_1114,train,optimized,animated\audio\audio_1114.wav,animated\images\img_1114.npy,Villain sets a trap,15,1
animated_SB_401,train,optimized,animated\audio\audio_401.wav,animated\images\img_401.npy,Chase sequence begins,10,1
animated_SB_527,train,optimized,animated\audio\audio_527.wav,animated\images\img_527.npy,Climactic battle scene,11,1
animated_SB_603,train,optimized,animated\audio\audio_603.wav,animated\images\img_603.npy,Villain sets a trap,19,1
animated_SB_818,train,optimized,animated\audio\audio_818.wav,animated\images\img_818.npy,Chase sequence begins,18,1
animated_SB_1037,train,optimized,animated\audio\audio_1037.wav,animated\images\img_1037.npy,Hero enters the room,4,1
